company_name,ratings,reviews,company_type,Employee,Headquarters
AstraZeneca,4.2,759,Pharma,501-1k Employees,Cambridge +41 more
Perfetti Van Melle,4.3,757,Food Processing,1k-5k Employees,Lainate +125 more
Nirma,4.3,750,FMCG,10k-50k Employees,Ahmedabad +55 more
MakeMyTrip,3.7,764,Internet,5k-10k Employees,Gurgaon +38 more
KIMS Hospital,4.1,763,Healthcare,1k-5k Employees,Hyderabad/Secunderabad +41 more
Next Education India,3.8,761,EdTech,1k-5k Employees,Hyderabad/Secunderabad +81 more
VeeTechnologies,3.8,757,IT Services & Consulting,1k-5k Employees,New York +27 more
Pacific BPO,3.5,774,BPO,1k-5k Employees,Noida +16 more
LOREAL,4.1,756,Beauty & Personal Care,1k-5k Employees,Clichy +84 more
Caratlane Trading,4.3,765,Retail,1k-5k Employees,Chennai +55 more
Hikal,4.0,752,Pharma,1k-5k Employees,Mumbai +18 more
MAHLE ANAND Filter Systems,4.2,748,Auto Components,1k-5k Employees,Stuttgart +25 more
Teva Pharmaceuticals,4.2,758,Pharma,1k-5k Employees,Dublin +33 more
INDO-MIM,4.3,743,Industrial Machinery,1k-5k Employees,Bangalore/Bengaluru +20 more
Birla Corporation,4.2,754,Building Material,5k-10k Employees,Kolkata +113 more
HFCL,4.2,744,Hardware & Networking,1k-5k Employees,Delhi/NCR +94 more
Capital Numbers Infotech,4.7,741,IT Services & Consulting,501-1k Employees,Kolkata +16 more
Vedanta Aluminium,3.9,756,Metals & Mining,1k-5k Employees,Jharsuguda +31 more
Fluor Corporation,4.3,734,No information available,No information available,No information available
Prodapt,3.8,759,IT Services & Consulting,1k-5k Employees,Chennai +11 more
C&S Electric,4.0,736,Electrical Equipment,5k-10k Employees,Delhi/NCR +49 more
ICICI Prudential Mutual Fund,3.8,755,Financial Services,1k-5k Employees,New Delhi +137 more
Webhelp,3.8,751,BPO,1k-5k Employees,Paris +14 more
SitusAMC,3.3,743,Software Product,1k-5k Employees,Gurgaon / Gurugram +17 more
CADD Centre Training Services,4.1,733,Education & Training,1k-5k Employees,Chennai +129 more
Zoho,4.3,769,Software Product,10k-50k Employees,Bangalore / Bengaluru +25 more
Pernod Ricard,3.9,736,Beverage,1k-5k Employees,Bangalore / Bengaluru +96 more
Metropolis Healthcare,4.1,735,Healthcare,1k-5k Employees,Bangalore / Bengaluru +83 more
Future Focus Infotech,3.6,730,IT Services & Consulting,5k-10k Employees,Bangalore / Bengaluru +55 more
Uber,4.2,750,Internet,1k-5k Employees,Bangalore / Bengaluru +44 more
Patra Corporation,3.8,742,BPO,1k-5k Employees,Bangalore / Bengaluru +14 more
Troikaa Pharmaceuticals,3.8,737,Pharma,1k-5k Employees,Bangalore / Bengaluru +68 more
Mu Sigma,2.8,778,Analytics & KPO,1k-5k Employees,Bangalore / Bengaluru +11 more
Better.com,3.0,723,Financial Services,1k-5k Employees,Gurgaon / Gurugram +5 more
Air India Sats Airport Services,3.8,740,Aviation,1k-5k Employees,Bangalore / Bengaluru +33 more
Orion Edutech,3.3,718,EdTech,5k-10k Employees,Bangalore / Bengaluru +106 more
